loc,popgroup,pop_frac,pm,cdf_popenv_by_popgrp,pmf_popenv_by_popgrp
loc139,1,3.509950954706665e-48,13.619630671445483,0.12187620397514204,4.4956651029617704e-43
loc70,1,5.76652048259529e-8,13.658652973168122,0.12926216042685676,0.007385956451714714
loc134,1,3.5320732462654934e-37,13.826703240054773,0.12926216042685676,4.524000089815421e-32
loc95,1,4.1188984034702984e-13,13.92398810650927,0.12926221318311476,5.275625800496092e-8
loc5,1,7.555246673767003e-12,14.052798684357782,0.1292631808849218,9.677018070573274e-7
loc92,1,1.6519344723697349e-12,14.373654008447904,0.129263392470333,2.115854111822721e-7
loc51,1,3.25181861368521e-7,14.40426845640002,0.1709137962832486,0.0416504038129156
loc37,1,1.4233314668197887e-7,14.43561544316128,0.18914431200241733,0.018230515719168727
loc122,1,9.583245381612664e-27,14.575154971883348,0.18914431200241733,1.2274548103717354e-21
loc32,1,8.305795862778344e-8,14.925983799510716,0.19978265911736653,0.010638347114949204
loc69,1,7.064780973138735e-8,15.297706250337782,0.20883147196143728,0.009048812844070763
loc108,1,2.1879719088236403e-18,15.354625145761624,0.20883147196171753,2.8024291745641053e-13
loc31,1,7.457692724338467e-8,15.41903666978217,0.21838353960085705,0.009552067639139504
loc133,1,6.577008365063053e-37,15.66913466865259,0.21838353960085705,8.424057022521184e-32
loc21,1,7.625510193843896e-9,15.84253000167424,0.21936024099962653,9.767013987694952e-4
loc91,1,2.7337741811515875e-12,15.85336694930975,0.2193605911507638,3.501511372716089e-7
loc27,1,2.2175631700814035e-8,15.935869555647374,0.22220092182375506,0.0028403306729912446
loc82,1,1.6289023845562738e-10,16.107951798556133,0.22222178536202347,2.0863538268422486e-5
loc138,1,1.77142397376214e-47,16.231704852258247,0.22222178536202347,2.2689003476568146e-42
loc39,1,1.5959210615936602e-7,16.248660041996683,0.2426628875776182,0.02044110221559472
loc57,1,2.878370659625443e-7,16.336677165510828,0.27953004240357104,0.03686715482595283
loc109,1,1.516726890405346e-18,16.692227547638765,0.2795300424037653,1.9426756213717212e-13
loc28,1,3.113725462777402e-8,17.044166164407702,0.28351820835931546,0.003988165955550147
loc6,1,1.0572724554993883e-11,17.081046786221755,0.283519562549999,1.3541906835300875e-6
loc121,1,1.885619638492564e-26,17.487369735909002,0.283519562549999,2.415166056626242e-21
loc52,1,1.997761045146138e-7,17.66769123773117,0.3091075685666543,0.02558800601665533
loc43,1,2.844483497228311e-7,17.72884616029845,0.345540685038815,0.03643311647216074
loc90,1,3.925233959506489e-12,17.842194000308627,0.3455411877961914,5.027573763972591e-7
loc63,1,1.5687516348983636e-7,18.168984753442903,0.36563429471202924,0.0200931069158378
loc140,1,7.417797439417043e-57,18.340173026973098,0.36563429471202924,9.500968395159056e-52
loc112,1,1.7548968297516824e-19,18.359326206094156,0.3656342947120517,2.2477318169456362e-14
loc100,1,1.4063336032699272e-14,18.43701087849412,0.36563429651333185,1.8012801275371307e-9
loc71,1,2.3294381694483566e-8,18.448923146993643,0.3686179205078077,0.002983623994475822
loc38,1,1.4010109684034554e-7,18.7252715132586,0.3865625476572901,0.017944627149482403
loc77,1,2.3896116158225383e-9,18.982795593712297,0.38686861727733646,3.060696200463942e-4
loc103,1,2.3652513699790256e-16,19.18314247497054,0.3868686173076314,3.0294947653010386e-11
loc96,1,1.4908066342455943e-13,19.29264705320117,0.3868686364023921,1.909476071696827e-8
loc65,1,1.1340184271326979e-7,19.65295181001958,0.4013935318632238,0.01452489546083168
loc72,1,1.56424818644921e-8,19.68031804774619,0.40339707438417016,0.002003542520946325
loc40,1,1.600122000878156e-7,19.700265494641584,0.42389198366540387,0.020494909281233754
loc25,1,1.8881960796533283e-8,19.72884762014308,0.42631044971589493,0.0024184660504910425
loc41,1,2.0530734811390848e-7,19.796972856270337,0.452606916310667,0.026296466594772097
loc75,1,4.39830983335279e-9,19.885536700323872,0.45317026686128664,5.633505506195953e-4
loc131,1,3.415227204899439e-35,20.12627286195111,0.45317026686128664,4.3743396878989226e-30
loc104,1,1.5822846851446994e-16,20.78952790866185,0.45317026688155304,2.0266442847063552e-11
loc84,1,7.583994530288868e-11,20.830707999676516,0.45317998072086046,9.713839307399102e-6
loc44,1,3.213017854742886e-7,20.941338138609954,0.4943334111566651,0.04115343043580465
loc114,1,1.9694614086414086e-20,21.075709980631583,0.4943334111566676,2.5225534603514325e-15
loc47,1,2.234090463729541e-7,21.30783233127111,0.5229484051103024,0.02861499395363476
loc101,1,5.1229231316202085e-15,21.30785250539232,0.5229484057664638,6.561614975587417e-10
loc46,1,2.9970834518630083e-7,21.33664253472704,0.5613360745945338,0.03838766882806992
loc89,1,4.955506860222871e-12,21.63179885130597,0.5613367093127833,6.347182495276052e-7
loc35,1,1.0851581732303658e-7,21.87430425041652,0.5752357859481525,0.013899076635369136
loc24,1,1.6308055468631858e-8,22.289550025148017,0.5773245774103004,0.0020887914621479453
loc80,1,4.0606651635954616e-10,22.443775427271035,0.5773765877970732,5.20103867728098e-5
loc127,1,8.751541992917797e-29,22.604493316933393,0.5773765877970732,1.1209273987691124e-23
loc8,1,1.845436387381399e-11,22.766131035993247,0.5773789514950489,2.3636979757113873e-6
loc76,1,3.847687590606252e-9,22.991303545513148,0.5778717764675744,4.928249725253842e-4
loc34,1,9.570748154793346e-8,23.29122228619803,0.5901303176962042,0.012258541228629807
loc124,1,2.5887093204952874e-27,23.498150761281433,0.5901303176962042,3.3157073429349826e-22
loc129,1,7.639055976335868e-33,23.519769981850864,0.5901303176962042,9.784363888712745e-28
loc110,1,5.897613350337591e-19,23.9748679317842,0.5901303176962797,7.55386467560769e-14
loc130,1,8.19880102751587e-34,23.994033416947957,0.5901303176962797,1.0501304474384202e-28
loc18,1,1.8718364006895056e-9,24.379476779994977,0.590370068897753,2.3975120147331662e-4
loc42,1,2.6932913496465086e-7,24.447273302485783,0.6248666646877261,0.03449659578997315
loc50,1,3.0432484347819436e-7,24.64365046881912,0.6638456303896432,0.038978965701917064
loc98,1,7.633505545662933e-14,25.82372817631102,0.663845640166898,9.777254707472118e-9
loc59,1,1.7370843591452162e-7,26.333697920862782,0.6860948101270591,0.022249169960161182
loc10,1,5.128201125206129e-11,26.75221683383964,0.6861013785022692,6.5683752100989726e-6
loc60,1,1.92002206415629e-7,26.804646070337668,0.7106936770902859,0.0245922985880167
loc55,1,2.449063035480745e-7,27.362630052639567,0.7420621131899423,0.03136843609965643
loc2,1,1.563118859635052e-12,27.409448146648263,0.7420623133995464,2.002096040578432e-7
loc53,1,2.060388410949403e-7,28.20194857613279,0.768452472114531,0.026390158714984676
loc7,1,1.040189846596321e-11,28.369694995108727,0.7684538044252255,1.3323106944065694e-6
loc85,1,3.9419265924198216e-11,28.62866972449109,0.7684588533794839,5.048954258524628e-6
loc56,1,2.7740849348882455e-7,28.95453591397163,0.803990281012983,0.03553142763349901
loc48,1,2.753876981636521e-7,29.51879292769392,0.8392628782770313,0.03527259726404829
loc3,1,2.1558290609349803e-12,29.97720718630224,0.8392631544029829,2.761259516803194e-7
loc97,1,1.1218646243631644e-13,30.117259445949784,0.8392631687722084,1.4369225402519316e-8
loc115,1,1.0212207767416986e-20,30.185149093350244,0.8392631687722096,1.3080144616439103e-15
loc86,1,1.8587901241496754e-11,30.730470972782225,0.8392655495741077,2.380801898004881e-6
loc117,1,2.1444604054556622e-23,30.73560457690763,0.8392655495741077,2.7466981544464267e-18
loc123,1,4.829588987149807e-27,30.82843225641902,0.8392655495741077,6.185902581363111e-22
loc102,1,1.138891679248229e-15,31.029901731552663,0.8392655497199808,1.458731373891146e-10
loc64,1,1.5009895464664758e-7,31.43635719659614,0.8584907366557444,0.019225186935763586
loc54,1,2.308731533791318e-7,31.450733957865847,0.8880617589364259,0.029571022280681564
loc88,1,6.776419314904008e-12,31.825405949338784,0.888062626883364,8.679469380105925e-7
loc116,1,3.033634600785625e-21,32.83419056414057,0.8880626268833643,3.88558284314519e-16
loc13,1,1.9477056559069076e-10,32.92931048083315,0.8880875737628539,2.4946879489470615e-5
loc9,1,3.334257574086309e-11,33.23741288033187,0.8880918443938722,4.270631018363764e-6
loc106,1,7.503460887983521e-18,35.10971149949483,0.8880918443948332,9.610689066840596e-13
loc99,1,2.0604501758376303e-14,35.23399275249702,0.8880918470339283,2.6390949820775535e-9
loc26,1,1.8433771433619675e-8,35.41524164084468,0.8904529074595439,0.002361060425615644
loc132,1,1.414165211319054e-36,35.680247453251866,0.8904529074595439,1.8113111186993637e-31
loc118,1,2.7800215337576923e-25,36.732933511644504,0.8904529074595439,3.5607465620103536e-20
loc125,1,1.0605590527116413e-27,37.01158750046242,0.8904529074595439,1.3584002695286622e-22
loc12,1,1.3949964341646622e-10,38.688744742192526,0.8904707750504839,1.7867590940040066e-5
loc93,1,1.1330290336081866e-12,39.61719904462325,0.8904709201727137,1.4512222970535833e-7
loc94,1,6.80115703890861e-13,40.709399370216154,0.8904710072842567,8.711154302194383e-8
loc74,1,5.697539385948737e-9,41.349202214519785,0.8912007675948904,7.297603106337597e-4
loc29,1,4.6749091453504997e-8,42.193650086043554,0.8971885509501213,0.005987783355230815
loc20,1,4.647491184126001e-9,43.33417809125323,0.8977838174994951,5.952665493738747e-4
loc58,1,1.8031288017102537e-7,43.76815792116223,0.920878907244621,0.02309508974512586
loc67,1,8.84380816677276e-8,43.888385296101376,0.9322063589001303,0.011327451655509342
loc66,1,1.1645336071728852e-7,45.77114971662209,0.9471221032126627,0.014915744312532316
loc14,1,3.019404455324716e-10,45.92292018727608,0.9471607767765292,3.867356386654995e-5
loc17,1,1.1161195296258191e-9,47.86899881095029,0.9473037331791918,1.42956402662676e-4
loc36,1,1.0628939545040361e-7,49.790597431296696,0.9609176420943726,0.013613908915180767
loc16,1,7.016615568828061e-10,53.179778308309075,0.9610075133038588,8.987120948621576e-5
loc83,1,1.192045626275584e-10,55.16437662901261,0.9610227814315118,1.5268127652892573e-5
loc45,1,3.0121234945615115e-7,56.79437600205908,0.9996030882650103,0.03858030683349859
loc19,1,3.0988534315938187e-9,62.80388822971769,0.9999999999999999,3.9691173498958315e-4
loc61,10,0.004069235234633806,6.5054820508098645,0.03159107377743742,0.03159107377743742
loc137,10,1.1681531249375992e-24,7.127614797556881,0.03159107377743742,9.068832206887324e-24
loc33,10,8.004278198019584e-7,7.393063341857737,0.03159728781345422,6.214036016807612e-6
loc73,10,0.005344498056551877,8.497141934334714,0.07308872850749293,0.0414914406940387
loc22,10,3.617139367283058e-10,8.510882162533118,0.07308873131562049,2.808127572536257e-9
loc105,10,4.142182999040092e-7,8.660622681619051,0.07309194705521718,3.215739596683659e-6
loc87,10,4.319388605525098e-4,9.553441303024758,0.076445258334673,0.003353311279455819
loc15,10,3.2299437405482648e-12,9.772744947293202,0.07644525835974832,2.5075323769974883e-11
loc119,10,1.7551417383923743e-12,9.80714131239609,0.07644525837337418,1.3625855707602747e-11
loc68,10,0.0063076788085059884,9.81891695809218,0.12541425011607527,0.04896899174270109
loc23,10,6.30562151334606e-10,9.841270762040564,0.1254142550113773,4.895302015112877e-9
loc4,10,8.472504853782204e-19,10.029731119011675,0.1254142550113773,6.5775387875706506e-18
loc107,10,7.68083467239669e-8,10.219740705582709,0.1254148513047858,5.962934085078005e-7
loc1,10,3.112801282219284e-36,10.259861042484232,0.1254148513047858,2.4165900787483124e-35
loc135,10,1.4421751408769815e-20,10.576307755627608,0.1254148513047858,1.1196172904349405e-19
loc128,10,1.0899895076101641e-15,10.631435463417674,0.12541485130479427,8.462017299583348e-15
loc49,10,4.8559267708782e-4,11.159585326591587,0.1291846982669705,0.003769846962176213
loc113,10,2.963802092383392e-9,11.315462767657522,0.12918472127613195,2.3009161467322476e-8
loc126,10,1.5776297858103178e-14,11.436800078861564,0.1291847212762544,1.2247760594627207e-13
loc120,10,8.409110506796731e-13,11.582868577739356,0.12918472128278274,6.528323262362245e-12
loc30,10,1.798394524167616e-7,11.650056713030128,0.12918611744719247,1.3961644097243072e-6
loc81,10,0.0017995101470100726,11.707843660312864,0.14315642256339653,0.013970305116204049
loc79,10,0.0025119968603160236,11.978692602464356,0.16265804229467165,0.019501619731275135
loc136,10,1.4834925325911584e-21,11.990493933669947,0.16265804229467165,1.1516936068598205e-20
loc62,10,0.004486800656046936,12.292262125315156,0.19749084068967251,0.03483279839500085
loc11,10,5.389994249305121e-14,12.706259430288071,0.19749084069009096,4.1844645534502924e-13
loc78,10,0.003076709633282824,13.09926467379979,0.22137654781007682,0.023885707119985878
loc111,10,1.2409932101461094e-8,13.39775770612417,0.22137664415326122,9.634318440318101e-8
loc139,10,1.3039080712570864e-26,13.619630671445483,0.22137664415326122,1.0122751254950643e-25
loc70,10,0.006427739054911849,13.658652973168122,0.2712777108150192,0.04990106666175801
loc134,10,4.671376001640064e-20,13.826703240054773,0.2712777108150192,3.6265729406336995e-19
loc95,10,5.5292578876215224e-5,13.92398810650927,0.2717069688544062,4.29258039386972e-4
loc5,10,1.7269337924454205e-18,14.052798684357782,0.2717069688544062,1.3406866327501113e-17
loc92,10,1.334171076187951e-4,14.373654008447904,0.2727427383410373,0.0010357694866310562
loc51,10,7.755058465544204e-4,14.40426845640002,0.2787632952763602,0.006020556935322871
loc37,10,7.29128613921524e-6,14.43561544316128,0.2788199003987173,5.660512235712121e-5
loc122,10,2.720609398464133e-13,14.575154971883348,0.2788199004008294,2.1121160923547467e-12
loc32,10,5.203937269451033e-7,14.925983799510716,0.27882394042203074,4.0400212013591805e-6
loc69,10,0.006410414312757219,15.297706250337782,0.3285905082956814,0.049766567873650656
loc108,10,5.0297261711493505e-8,15.354625145761624,0.3285908987731087,3.904774273079987e-7
loc31,10,2.7644015512286624e-7,15.41903666978217,0.3285930448867718,2.146113663128793e-6
loc133,10,8.644904920598775e-20,15.66913466865259,0.3285930448867718,6.711379740870259e-19
loc21,10,1.731135055813854e-10,15.84253000167424,0.32859304623072005,1.3439482387615066e-9
loc91,10,1.7854186772387268e-4,15.85336694930975,0.32997913698006304,0.0013860907493429564
loc27,10,3.4812102083691666e-8,15.935869555647374,0.329979407240105,2.7026004196401627e-7
loc82,10,0.001461221607037562,16.107951798556133,0.3413234453532674,0.01134403811316241
loc138,10,4.2480988276522994e-26,16.231704852258247,0.3413234453532674,3.2979662206794523e-25
loc39,10,1.8158623346372317e-5,16.248660041996683,0.341464417889077,1.409725358095619e-4
loc57,10,0.0024263669745666436,16.336677165510828,0.36030125913440014,0.018836841245323185
loc109,10,3.5072728245049806e-8,16.692227547638765,0.36030153141778554,2.7228338537304787e-7
loc28,10,5.836386680082903e-8,17.044166164407702,0.3603019845194412,4.5310165564990813e-7
loc6,10,3.5015646108027354e-17,17.081046786221755,0.36030198451944145,2.7184023428984133e-16
loc121,10,4.860019310356519e-13,17.487369735909002,0.3603019845232145,3.773024161555012e-12
loc52,10,0.0010333491446482116,17.66769123773117,0.36832428040539666,0.0080222958821822
loc43,10,7.487631170850924e-5,17.72884616029845,0.3689055746661053,5.812942607086176e-4
loc90,10,2.2663039853451782e-4,17.842194000308627,0.3706649955959593,0.0017594209298539816
loc63,10,0.004886845157812317,18.168984753442903,0.40860349681736985,0.03793850122141059
loc140,10,1.7761310663452652e-31,18.340173026973098,0.40860349681736985,1.37888041167424e-30
loc112,10,7.274197785521459e-9,18.359326206094156,0.4086035532898286,5.647245874561983e-8
loc100,10,7.524897551962619e-6,18.43701087849412,0.4086619720294749,5.8418739646321243e-5
loc71,10,0.005920686855377249,18.448923146993643,0.454626593015108,0.04596462098563307
loc38,10,1.2097697165591093e-5,18.7252715132586,0.4547205121968851,9.391918177708307e-5
loc77,10,0.0036407656571179354,18.982795593712297,0.48298520810373735,0.028264695906852252
loc103,10,9.171448620168822e-7,19.18314247497054,0.482992328260064,7.120156326666708e-6
loc96,10,3.358485854300876e-5,19.29264705320117,0.48325306072768026,2.60732467616232e-4
loc65,10,0.005582620537760448,19.65295181001958,0.5265931399098311,0.04334007918215092
loc72,10,0.0056254492067402875,19.68031804774619,0.5702657148961116,0.043672574986280396
loc40,10,2.82101494883715e-5,19.700265494641584,0.570484721383172,2.190064870604319e-4
loc25,10,5.953271150878774e-9,19.72884762014308,0.5704847676007577,4.621758568878255e-8
loc41,10,3.873979315212298e-5,19.796972856270337,0.5707855198534599,3.007522527022244e-4
loc75,10,0.0043807432781047765,19.885536700323872,0.6047949531053753,0.034009433251915466
loc131,10,1.214152362562188e-18,20.12627286195111,0.6047949531053753,9.425942382562639e-18
loc104,10,6.492860080277554e-7,20.78952790866185,0.6047999937680552,5.040662679730409e-6
loc84,10,0.0010144865312897114,20.830707999676516,0.6126758517630462,0.007875857994991025
loc44,10,1.032473463745723e-4,20.941338138609954,0.6134774015257345,8.015497626883375e-4
loc114,10,1.7705901001453627e-9,21.075709980631583,0.6134774152715219,1.3745787416569953e-8
loc47,10,2.983218433238669e-4,21.30783233127111,0.6157934050874101,0.0023159898158882195
loc101,10,4.3437224116885765e-6,21.30785250539232,0.6158271271131137,3.372202570361135e-5
loc46,10,2.056601465859366e-4,21.33664253472704,0.6174237477283532,0.0015966206152394108
loc89,10,2.743517909911451e-4,21.63179885130597,0.6195536485992604,0.0021299008709073338
loc35,10,2.8811065980812362e-6,21.87430425041652,0.6195760157630769,2.2367163816430674e-5
loc24,10,2.3894072326793193e-9,22.289550025148017,0.6195760343129851,1.854990823078032e-8
loc80,10,0.002105952945325993,22.443775427271035,0.6359253754130929,0.016349341100107745
loc127,10,7.183823474234187e-15,22.604493316933393,0.6359253754131486,5.577084741797728e-14
loc8,10,4.1369239566037316e-15,22.766131035993247,0.6359253754131807,3.211656795173643e-14
loc76,10,0.004144063386050916,22.991303545513148,0.6680973695640406,0.03217199415085984
loc34,10,1.730908879067081e-6,23.29122228619803,0.6681108072905292,1.3437726488562281e-5
loc124,10,8.582022157602441e-14,23.498150761281433,0.6681108072911954,6.662561378435996e-13
loc129,10,3.537143949854587e-17,23.519769981850864,0.6681108072911957,2.74602398333279e-16
loc110,10,1.8951653505110494e-8,23.9748679317842,0.6681109544203365,1.4712914087362997e-7
loc130,10,8.438168573400296e-18,23.994033416947957,0.6681109544203366,6.550882182477993e-17
loc18,10,2.9930672789315975e-11,24.379476779994977,0.6681109546527002,2.323635862208171e-10
loc42,10,5.199494353897331e-5,24.447273302485783,0.6685146118518253,4.0365719912508705e-4
loc50,10,6.194788415041025e-4,24.64365046881912,0.6733238697730569,0.004809257921231649
loc98,10,1.934962066836668e-5,25.82372817631102,0.673474088489561,1.5021871650406293e-4
loc59,10,0.003261292950576905,26.333697920862782,0.6987927885083333,0.025318700018772223
loc10,10,2.950151509967142e-14,26.75221683383964,0.6987927885085623,2.2903186626510517e-13
loc60,10,0.0036578330262448653,26.804646070337668,0.7271899851154691,0.028397196606906795
loc55,10,0.0017852065704605327,27.362630052639567,0.7410492459405464,0.01385926082507734
loc2,10,1.0894256888006967e-21,27.409448146648263,0.7410492459405464,8.457640152384928e-21
loc53,10,0.0012589376616174918,28.20194857613279,0.7508228742161631,0.009773628275616699
loc7,10,1.7729426801938238e-15,28.369694995108727,0.7508228742161769,1.3764051420883517e-14
loc85,10,7.728751087752706e-4,28.62866972449109,0.7568230076993083,0.006000133483131444
loc56,10,0.002084733716948743,28.95453591397163,0.7730076155828498,0.01618460788354148
loc48,10,3.76988206113123e-4,29.51879292769392,0.7759343233168192,0.0029267077339693763
loc3,10,2.195601794256021e-19,29.97720718630224,0.7759343233168192,1.7045320378107317e-18
loc97,10,2.602727605757823e-5,30.117259445949784,0.7761363832987939,2.020599819746418e-4
loc115,10,1.0492377418766222e-9,30.185149093350244,0.7761363914444391,8.145645312313603e-9
loc86,10,5.648511802416466e-4,30.730470972782225,0.7805215533432676,0.00438516189882846
loc117,10,3.817596983837077e-11,30.73560457690763,0.7805215536396427,2.96375070535269e-10
loc123,10,1.508748760557209e-13,30.82843225641902,0.780521553640814,1.1713010100943272e-12
loc102,10,2.0457930267174266e-6,31.029901731552663,0.7805374359368018,1.5882295987789757e-5
loc64,10,0.005266985468798238,31.43635719659614,0.8214271159222031,0.04088967998540135
loc54,10,0.001503517715167922,31.450733957865847,0.8330995153601354,0.011672399437932302
loc88,10,3.382344223672154e-4,31.825405949338784,0.8357253622269197,0.0026258468667843425
loc116,10,4.808845283837225e-10,32.83419056414057,0.8357253659602155,3.733295751816e-9
loc13,10,6.263826574598029e-13,32.92931048083315,0.8357253659650784,4.8628549601411e-12
loc9,10,8.523752461450904e-15,33.23741288033187,0.8357253659651446,6.617324321250292e-14
loc106,10,1.2588408067974496e-7,35.10971149949483,0.8357263432527798,9.772876353550456e-7
loc99,10,1.0257848651558754e-5,35.23399275249702,0.8358059789668303,7.963571405041704e-5
loc26,10,1.6979578758010048e-8,35.41524164084468,0.8358061107859792,1.3181914888790544e-7
loc132,10,1.7177303877228542e-19,35.680247453251866,0.8358061107859792,1.3335416676441467e-18
loc118,10,3.71437805629724e-12,36.732933511644504,0.8358061108148154,2.8836177917431288e-11
loc125,10,4.249436125127656e-14,37.01158750046242,0.8358061108151452,3.299004417312736e-13
loc12,10,1.7495694505038845e-13,38.688744742192526,0.8358061108165035,1.3582595844841276e-12
loc93,10,1.0307943884648855e-4,39.61719904462325,0.8366063570470043,8.002462305006835e-4
loc94,10,7.567951790758961e-5,40.709399370216154,0.8371938869133808,5.875298663766507e-4
loc74,10,0.004695048185839227,41.349202214519785,0.8736433927972103,0.03644950588382937
loc29,10,8.925635502522368e-8,42.193650086043554,0.8736440857294037,6.929321934274305e-7
loc20,10,1.0536346965664316e-10,43.33417809125323,0.8736440865473817,8.179780601131408e-10
loc58,10,0.0028674382805032343,43.76815792116223,0.89590513783796355,0.02226105129058183
loc67,10,0.006104016422141109,43.888385296101376,0.9432930183638487,0.04738788052588522
loc66,10,0.005904663099221409,45.77114971662209,0.9891332406274315,0.045840222263582704
loc14,10,1.5450475226100985e-12,45.92292018727608,0.9891332406394263,1.1994811669032189e-11
loc17,10,1.734358011487604e-11,47.86899881095029,0.9891332407740713,1.3464503460273698e-10
loc36,10,5.0798592430478835e-6,49.790597431296696,0.9891726777195593,3.94369454880051e-5
loc16,10,8.651687374766297e-12,53.179778308309075,0.9891726777867258,6.716645226831223e-11
loc83,10,0.0012458672220329117,55.16437662901261,0.9988448350985344,0.009672157311808639
loc45,10,1.4879633808026355e-4,56.79437600205908,0.9999999996007235,0.0011551645021891047
loc19,10,5.143065104076772e-11,62.80388822971769,0.9999999999999999,3.9927637449466443e-10
loc61,11,0.003548508422915755,6.5054820508098645,0.02484616748684872,0.02484616748684872
loc137,11,6.239642591863403e-23,7.127614797556881,0.02484616748684872,4.368911847421407e-22
loc33,11,2.873981833588884e-7,7.393063341857737,0.024848179809365142,2.0123225164232697e-6
loc73,11,0.00657923445035318,8.497141934334714,0.07091507372824737,0.04606689391888223
loc22,11,7.156527985847987e-11,8.510882162533118,0.07091507422933761,5.010902378374336e-10
loc105,11,1.4307524240552085e-6,8.660622681619051,0.07092509216085237,1.0017931514751959e-5
loc87,11,8.742678430185381e-4,9.553441303024758,0.07704659524528235,0.006121503084429981
loc15,11,5.341670338800949e-13,9.772744947293202,0.0770465952490225,3.740164037382397e-12
loc119,11,1.5074892756975312e-11,9.80714131239609,0.07704659535457484,1.0555232386297298e-10
loc68,11,0.0063484034788882995,9.81891695809218,0.1214972425876296,0.04445064723305477
loc23,11,1.2645760103866234e-10,9.841270762040564,0.12149724347306833,8.854387142217847e-10
loc4,11,4.4484081891845056e-20,10.029731119011675,0.12149724347306833,3.1147141769366357e-19
loc107,11,3.108401973655408e-7,10.219740705582709,0.12149941993333978,2.1764602714521142e-6
loc1,11,2.1406121265934766e-39,10.259861042484232,0.12149941993333978,1.498827143209056e-38
loc135,11,3.516402657077456e-19,10.576307755627608,0.12149941993333978,2.4621367334153446e-18
loc128,11,1.2814137433855434e-14,10.631435463417674,0.1214994199334295,8.972282630780968e-14
loc49,11,3.19757181959549e-4,11.159585326591587,0.12373831570348988,0.0022388957700603803
loc113,11,1.3904485594865315e-8,11.315462767657522,0.12373841306078391,9.735729403303175e-8
loc126,11,1.5588213441190868e-13,11.436800078861564,0.12373841306187537,1.0914652462972884e-12
loc120,11,7.449037573007411e-12,11.582868577739356,0.12373841311403251,5.2157135645938184e-11
loc30,11,5.963370317521428e-8,11.650056713030128,0.12373883066101292,4.175469804112601e-7
loc81,11,0.0029690551544111444,11.707843660312864,0.1445277461297764,0.020788915468763464
loc79,11,0.0039028723971830754,11.978692602464356,0.17185512138242678,0.027327375252650384
loc136,11,4.250089426793188e-20,11.990493933669947,0.17185512138242678,2.9758541095816196e-19
loc62,11,0.004013978876315126,12.292262125315156,0.19996044890695613,0.02810532752452936
loc11,11,6.802548020833421e-15,12.706259430288071,0.19996044890700376,4.763050479786647e-14
loc78,11,0.004534770343364577,13.09926467379979,0.2317122865912582,0.031751837684254436
loc111,11,5.309113190609715e-8,13.39775770612417,0.23171265832805524,3.717367970403109e-7
loc139,11,9.391217256797949e-25,13.619630671445483,0.23171265832805524,6.5756010429885745e-24
loc70,11,0.00675563714879194,13.658652973168122,0.2790146996576741,0.047302041329618856
